/*********************************************
 * OPL 22.1.1.0 Data
 * Instance: tai75a
 * Clients: 75
 * Solution optimale connue: 1618.36
 *********************************************/
nbC = 75;
nbV = 10;
CapaMax = 1445;
DemandesCantines = [50, 50, 170, 297, 9, 630, 179, 179, 216, 4, 9, 154, 117, 63, 436, 905, 14, 3, 10, 166, 211, 8, 25, 139, 213, 758, 429, 5, 136, 501, 93, 21, 169, 22, 3, 271, 433, 3, 1079, 233, 11, 10, 78, 63, 4, 59, 8, 34, 234, 30, 40, 123, 7, 33, 369, 11, 23, 208, 4, 8, 36, 504, 16, 574, 19, 235, 445, 6, 43, 210, 268, 410, 124, 11, 1085];
Distance = [
    [0.000, 66.038, 92.455, 96.208, 60.208, 55.866, 78.102, 72.422, 55.471, 72.801, 80.709, 82.928, 24.000, 12.649, 21.024, 29.155, 23.022, 19.105, 27.313, 33.242, 7.616, 29.833, 7.280, 23.537, 32.388, 28.653, 16.492, 29.411, 7.000, 77.201, 68.352, 73.498, 92.228, 66.491, 94.641, 76.322, 66.121, 87.573, 73.437, 81.006, 85.440, 90.521, 80.006, 75.240, 70.064, 67.676, 66.189, 72.691, 89.051, 86.052, 57.706, 42.190, 47.927, 21.840, 49.163, 68.359, 43.417, 69.065, 49.820, 70.605, 57.428, 69.836, 39.395, 56.036, 67.000, 22.023, 26.249, 38.210, 73.082, 48.083, 63.246, 70.235, 72.180, 70.725, 80.112, 95.854],
    [66.038, 0.000, 37.054, 36.401, 18.868, 16.492, 25.710, 7.616, 10.770, 9.220, 14.866, 35.440, 57.070, 56.859, 48.795, 90.824, 45.880, 47.413, 67.742, 79.762, 70.661, 75.954, 59.076, 84.504, 61.074, 83.678, 72.835, 73.824, 60.216, 114.180, 104.043, 112.272, 132.503, 108.462, 129.522, 121.334, 113.600, 130.384, 118.186, 128.378, 121.297, 125.877, 115.248, 120.830, 117.618, 104.676, 113.146, 116.469, 134.852, 132.098, 103.310, 60.407, 108.931, 83.546, 98.793, 114.061, 102.069, 119.570, 106.212, 109.444, 104.235, 98.489, 101.119, 107.912, 116.362, 66.843, 63.246, 69.778, 110.680, 91.241, 126.621, 136.191, 137.000, 136.752, 129.016, 144.031],
    [92.455, 37.054, 0.000, 8.246, 32.450, 37.590, 14.422, 30.017, 42.720, 28.000, 28.460, 12.369, 75.286, 80.722, 80.062, 111.041, 69.527, 73.600, 83.487, 94.154, 94.795, 91.269, 86.608, 105.119, 74.626, 101.257, 103.247, 89.045, 88.233, 150.373, 140.186, 148.223, 168.576, 143.892, 166.111, 156.541, 148.189, 166.087, 153.379, 163.273, 157.709, 162.388, 151.634, 155.926, 152.279, 140.684, 147.828, 151.789, 170.135, 167.299, 137.993, 96.540, 139.230, 112.894, 132.503, 149.000, 133.255, 153.629, 138.311, 145.331, 138.716, 135.148, 130.920, 141.365, 150.615, 99.282, 96.773, 104.995, 146.741, 125.936, 155.602, 159.452, 164.542, 161.276, 136.682, 149.907],
    [96.208, 36.401, 8.246, 0.000, 36.069, 40.460, 18.868, 28.862, 43.829, 27.203, 25.020, 20.025, 80.449, 84.900, 82.377, 116.250, 73.553, 77.156, 89.185, 100.185, 99.086, 97.129, 90.028, 110.209, 80.529, 106.850, 106.019, 94.895, 91.548, 150.572, 140.428, 148.627, 168.885, 144.669, 165.895, 157.471, 149.466, 166.688, 154.315, 164.396, 157.696, 162.265, 151.648, 156.924, 153.522, 141.039, 149.054, 152.643, 171.026, 168.241, 139.205, 96.768, 142.201, 116.039, 134.183, 150.083, 135.915, 155.184, 140.663, 145.784, 140.036, 134.852, 134.015, 143.178, 152.069, 101.356, 98.412, 105.849, 147.054, 127.122, 159.022, 164.295, 168.386, 165.849, 143.840, 157.290],
    [60.208, 18.868, 32.450, 36.069, 0.000, 6.000, 18.028, 19.235, 15.232, 18.028, 27.000, 24.739, 45.177, 48.836, 47.927, 80.777, 37.483, 41.231, 54.781, 66.408, 63.032, 62.968, 54.203, 74.626, 46.840, 72.014, 70.831, 60.745, 55.803, 120.354, 110.168, 117.886, 138.279, 113.031, 136.719, 125.419, 116.692, 135.366, 122.262, 131.898, 128.004, 132.850, 121.926, 124.724, 120.806, 110.476, 116.387, 120.785, 139.014, 136.125, 106.607, 67.119, 106.780, 80.449, 100.658, 117.720, 100.846, 121.840, 106.005, 114.935, 107.205, 106.170, 98.473, 109.385, 118.929, 67.231, 65.146, 74.330, 116.559, 94.641, 123.227, 128.406, 132.382, 129.835, 113.635, 128.191],
    [55.866, 16.492, 37.590, 40.460, 6.000, 0.000, 23.259, 19.235, 10.000, 18.682, 27.659, 30.594, 42.720, 45.000, 42.485, 77.827, 33.601, 36.770, 52.887, 64.761, 59.203, 61.131, 49.578, 71.589, 45.541, 69.642, 65.734, 58.941, 51.088, 114.425, 104.235, 111.987, 132.382, 107.201, 130.752, 119.641, 111.000, 129.522, 116.482, 126.178, 122.053, 126.890, 115.974, 118.962, 115.109, 104.561, 110.680, 114.983, 133.240, 130.361, 100.881, 61.131, 101.833, 75.604, 95.079, 111.973, 95.718, 116.245, 100.722, 109.041, 101.514, 100.180, 93.600, 103.870, 113.296, 61.741, 59.464, 68.447, 110.644, 88.888, 118.562, 124.852, 128.004, 126.036, 113.159, 128.004],
    [78.102, 25.710, 14.422, 18.868, 18.028, 23.259, 0.000, 20.125, 29.275, 17.889, 22.672, 9.849, 61.612, 66.483, 65.742, 97.417, 55.227, 59.203, 70.328, 81.394, 80.610, 78.294, 72.201, 91.400, 61.717, 87.983, 88.837, 76.059, 73.817, 136.894, 126.696, 134.618, 155.003, 130.081, 152.895, 142.636, 134.134, 152.345, 139.474, 149.272, 144.361, 149.111, 138.279, 141.989, 138.235, 127.122, 133.795, 137.928, 156.237, 153.379, 123.976, 83.187, 124.808, 98.473, 118.309, 135.030, 118.849, 139.463, 123.944, 131.700, 124.652, 122.053, 116.499, 127.122, 136.488, 85.000, 82.638, 91.214, 133.195, 111.946, 141.209, 145.578, 150.233, 147.248, 125.929, 139.743],
    [72.422, 7.616, 30.017, 28.862, 19.235, 19.235, 20.125, 0.000, 17.029, 2.236, 8.544, 29.967, 61.685, 62.650, 55.902, 96.255, 51.430, 53.535, 72.035, 83.952, 76.662, 80.281, 65.605, 89.961, 64.777, 88.544, 79.931, 78.102, 66.843, 121.758, 111.629, 119.871, 140.089, 116.078, 137.033, 128.950, 121.198, 137.993, 125.801, 135.989, 128.845, 133.405, 122.801, 128.445, 125.220, 112.272, 120.748, 124.085, 142.468, 139.714, 110.910, 68.007, 116.103, 90.521, 106.330, 121.672, 109.343, 127.142, 113.600, 117.047, 111.826, 105.991, 108.208, 115.434, 123.944, 74.202, 70.725, 77.389, 118.271, 98.838, 133.645, 142.359, 143.837, 143.126, 132.306, 147.054],
    [55.471, 10.770, 42.720, 43.829, 15.232, 10.000, 29.275, 17.029, 0.000, 17.692, 25.239, 38.000, 46.530, 46.098, 39.051, 80.056, 35.114, 36.715, 57.315, 69.354, 59.942, 65.490, 48.600, 73.736, 51.010, 73.007, 63.032, 63.388, 49.820, 107.708, 97.514, 105.513, 125.877, 101.193, 123.628, 113.886, 105.702, 123.369, 110.725, 120.702, 115.122, 119.854, 109.041, 113.296, 109.772, 97.985, 105.309, 109.110, 127.472, 124.652, 95.462, 53.935, 99.247, 73.539, 90.355, 106.405, 92.617, 111.360, 97.082, 102.616, 96.255, 92.779, 91.285, 99.363, 108.259, 57.689, 54.589, 62.298, 104.048, 83.385, 116.675, 125.539, 126.811, 126.194, 119.017, 134.183],
    [72.801, 9.220, 28.000, 27.203, 18.028, 18.682, 17.889, 2.236, 17.692, 0.000, 9.055, 27.731, 61.351, 62.769, 56.727, 96.177, 51.478, 53.824, 71.568, 83.433, 76.851, 79.812, 66.068, 89.900, 64.133, 88.255, 80.722, 77.621, 67.357, 123.369, 113.225, 121.433, 141.683, 117.546, 138.741, 130.388, 122.540, 139.517, 127.236, 137.383, 130.507, 135.093, 124.455, 129.865, 126.574, 113.842, 122.102, 125.539, 143.924, 141.156, 112.259, 69.570, 116.932, 91.220, 107.541, 123.065, 110.259, 128.413, 114.621, 118.596, 113.146, 107.708, 108.977, 116.619, 125.240, 75.213, 71.868, 78.791, 119.854, 100.180, 134.358, 142.580, 144.423, 143.450, 131.461, 146.123],
    [80.709, 14.866, 28.460, 25.020, 27.000, 27.659, 22.672, 8.544, 25.239, 9.055, 0.000, 31.890, 70.214, 71.120, 63.655, 104.785, 59.933, 61.911, 80.523, 92.418, 85.088, 88.769, 73.817, 98.489, 73.164, 97.082, 87.693, 86.585, 75.000, 127.224, 117.175, 125.539, 145.602, 122.102, 142.046, 135.059, 127.632, 143.781, 131.928, 142.239, 134.082, 138.521, 128.082, 134.614, 131.609, 117.924, 127.142, 130.146, 148.499, 145.798, 117.337, 73.824, 123.762, 98.412, 113.159, 127.941, 116.846, 133.776, 120.880, 122.772, 118.338, 111.018, 115.974, 122.319, 130.511, 81.566, 77.801, 83.726, 123.859, 105.309, 141.485, 150.748, 151.855, 151.433, 140.513, 155.158],
    [82.928, 35.440, 12.369, 20.025, 24.739, 30.594, 9.849, 29.967, 38.000, 27.731, 31.890, 0.000, 64.351, 70.803, 72.450, 99.905, 59.908, 64.498, 72.007, 82.377, 84.646, 79.630, 77.524, 94.112, 63.008, 89.811, 94.810, 77.421, 79.259, 145.000, 134.807, 142.580, 162.975, 137.768, 161.245, 150.153, 141.382, 160.100, 146.997, 156.605, 152.594, 157.407, 146.513, 149.452, 145.499, 135.148, 141.089, 145.523, 163.747, 160.854, 131.320, 91.548, 130.361, 103.942, 125.252, 142.443, 124.780, 146.441, 130.188, 139.635, 131.898, 130.553, 121.939, 133.899, 143.569, 91.761, 89.844, 99.040, 141.230, 119.369, 146.168, 148.553, 154.625, 150.629, 124.326, 137.539],
    [24.000, 57.070, 75.286, 80.449, 45.177, 42.720, 61.612, 61.685, 46.530, 61.351, 70.214, 64.351, 0.000, 12.649, 31.145, 35.805, 13.928, 17.804, 11.045, 23.000, 22.136, 19.026, 23.087, 29.833, 9.434, 26.926, 40.200, 17.000, 25.000, 100.439, 91.214, 96.881, 115.974, 90.094, 117.903, 100.245, 90.089, 111.450, 97.329, 105.005, 108.683, 113.780, 103.078, 99.182, 94.048, 90.708, 90.139, 96.519, 113.040, 110.041, 81.498, 58.412, 70.605, 45.398, 73.110, 92.266, 66.910, 93.048, 73.553, 93.941, 81.302, 91.548, 62.097, 80.025, 91.000, 43.324, 45.618, 58.138, 96.317, 71.386, 84.095, 84.220, 91.269, 86.313, 73.553, 89.107],
    [12.649, 56.859, 80.722, 84.900, 48.836, 45.000, 66.483, 62.650, 46.098, 62.769, 71.120, 70.803, 12.649, 0.000, 20.248, 34.205, 11.402, 10.050, 19.849, 29.547, 14.213, 25.495, 10.440, 27.893, 21.932, 29.069, 28.000, 24.187, 12.369, 87.864, 78.588, 84.345, 103.586, 77.647, 105.323, 88.051, 78.000, 99.182, 85.094, 93.048, 96.104, 101.203, 90.471, 87.023, 82.006, 78.102, 78.006, 84.214, 101.005, 98.005, 69.181, 46.690, 60.539, 34.482, 61.000, 80.056, 56.045, 81.302, 62.370, 81.394, 69.065, 78.924, 52.000, 68.264, 79.101, 30.676, 33.121, 45.651, 83.744, 58.856, 75.472, 79.881, 83.869, 81.056, 79.812, 95.603],
